Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Wheel Size
Maruti,Swift Dzire VDi,Not Available,Diesel,5,"1,51,959",GJ01,First Owner,1248,Manual,2009,19.3,73.9,190,Oct,2009,75,2.0,Ahmedabad,14
Mahindra,KUV 100 mFALCON G80 K4 Plus,Comprehensive,Petrol,6,"55,000",GJ01,First Owner,1198,Manual,2017,18.15,82,115,Nov,2017,60,3.75,Ahmedabad,
Chevrolet,Beat Diesel PS,Comprehensive,Diesel,5,"68,000",GJ1K,First Owner,936,Manual,2012,25.44,57.6,150,Dec,2012,75,2.0,Ahmedabad,14
Chevrolet,Cruze LTZ,Not Available,Diesel,5,"96,927",GJ01,Second Owner,1991,Manual,2010,18.3,147.9,327,Oct,2010,75,2.6,Ahmedabad,16
Tata,Tiago XT,Not Available,Petrol,5,"22,689",GJ13,First Owner,1199,Manual,2021,19.01,84.82,113,May,2021,20,4.5,Ahmedabad,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"78,058",GJ01,First Owner,998,Manual,2015,20.51,67.04,90,Jul,2015,75,2.83,Ahmedabad,
Mahindra,KUV 100 mFALCON G80 K6 5str,Third Party,Petrol,5,"59,139",GJ01,First Owner,1198,Manual,2016,18.15,82,115,Mar,2016,70,2.8,Ahmedabad,
Mahindra,KUV 100 NXT Trip,Third Party,CNG,6,"71,381",GJ38,First Owner,1198,Manual,2018,18.15,82,115,Jul,2018,50,3.69,Ahmedabad,
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"40,610",GJ01,Second Owner,1086,Manual,2011,19.81,68.05,99.04,Dec,2011,75,2.5,Ahmedabad,
Hyundai,Santro Magna Corp Edition,Third Party,Petrol,5,"39,854",GJ01,First Owner,1086,Manual,2020,20.3,68.07,99.07,Feb,2021,30,5.0,Ahmedabad,
Renault,Duster 85PS Diesel RxL,Not Available,Diesel,5,"1,30,651",GJ27,First Owner,1461,Manual,2014,20.45,83.8,200,Mar,2015,75,4.5,Ahmedabad,16
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"89,706",GJ27,First Owner,1197,Manual,2016,18.9,82,114,Oct,2016,70,4.75,Ahmedabad,
Maruti,Wagon R LXI Minor,Third Party,Petrol,5,"1,11,506",GJ04,Third Owner,1061,Manual,2010,18.9,67,84,Jul,2010,75,1.19,Ahmedabad,13
Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,Not Available,Diesel,8,"1,99,364",GJ03,First Owner,2494,Manual,2014,12.99,100.6,200,Feb,2015,75,7.5,Ahmedabad,
Honda,WR-V i-DTEC VX,Not Available,Diesel,5,"28,213",GJ01,First Owner,1498,Manual,2018,25.5,98.6,200,May,2018,50,7.92,Ahmedabad,16
Maruti,Ertiga ZXI AT,Comprehensive,Petrol,7,"15,000",GJ18,First Owner,1462,Automatic,2021,17.99,103.26,138,Apr,2021,20,11.5,Ahmedabad,R15
Mahindra,Thar LX 4-Str Hard Top Diesel AT,Comprehensive,Diesel,4,"51,902",GJ01,First Owner,2184,Automatic,2021,,130,300,Jun,2021,20,15.0,Ahmedabad,18
Hyundai,i10 Magna 1.1,Third Party insurance,Petrol,5,"90,000",GJ1K,First Owner,1086,Manual,2009,19.81,68.05,99.04,Jun,2009,75,2.11,Ahmedabad,
Nissan,Sunny XE,Comprehensive,Petrol,5,"73,000",GJ01,First Owner,1498,Manual,2011,16.95,97.7,134,Feb,2011,75,2.7,Ahmedabad,14
Volkswagen,Jetta 1.4 TSI Comfortline,Comprehensive,Petrol,5,"80,000",GJ01,First Owner,1390,Manual,2013,14.69,120.33,200,Jun,2013,75,4.75,Ahmedabad,16
Volvo,S60 D4 KINETIC,Comprehensive,Diesel,5,"98,000",GJ18,First Owner,1969,Automatic,2017,27.03,190,400,Nov,2017,60,17.5,Ahmedabad,17
Jeep,Compass 2.0 Longitude Option,Comprehensive,Diesel,5,"65,000",GJ01,First Owner,1956,Manual,2017,17.1,170,350,Sept,2017,60,8.9,Ahmedabad,17
Honda,City 1.5 S MT,Comprehensive,Petrol,5,"66,000",GJ01,Second Owner,1497,Manual,2009,17,"118PS at 6,600 ",146Nm at 4800 r,Jul,2009,75,3.11,Ahmedabad,15
Honda,Brio EX MT,Third Party insurance,Petrol,5,"74,000",GJ01,First Owner,1198,Manual,2013,19.4,86.8,109,Mar,2013,75,3.11,Ahmedabad,
Honda,Amaze E i-Vtech,Third Party insurance,Petrol,5,"67,000",GJ01,First Owner,1198,Manual,2014,18,86.7,109,Jul,2014,75,4.4,Ahmedabad,
Honda,Jazz VX,Third Party insurance,Petrol,5,"43,000",GJ01,First Owner,1199,Manual,2015,18.2,88.7,110,Sept,2015,75,5.21,Ahmedabad,15
Hyundai,Verna VTVT 1.6 SX,Comprehensive,Petrol,5,"73,000",GJ38,First Owner,1591,Manual,2018,17,121.3,151,Feb,2018,50,8.6,Ahmedabad,16
Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Third Party insurance,Petrol,5,"73,000",GJ01,First Owner,1197,Automatic,2017,18.9,81.86,113.75,Jun,2017,60,4.75,Ahmedabad,14
Maruti,Ciaz ZXi Plus,Third Party,Petrol,5,"72,993",GJ01,First Owner,1373,Manual,2015,20.73,91.1,130,Aug,2015,75,4.5,Ahmedabad,16
Hyundai,Creta 1.6 SX Automatic Diesel,Third Party insurance,Diesel,5,"60,000",GJ08,First Owner,1582,Automatic,2019,17.6,126.2,259.87,Feb,2019,40,13.25,Ahmedabad,17
Hyundai,Xcent Prime T Plus CNG,Third Party,CNG,5,"1,55,865",GJ27,First Owner,1197,Manual,2017,,65.39,97.96,Feb,2018,60,3.0,Ahmedabad,
Maruti,Baleno Delta,Comprehensive,Petrol,5,"41,000",GJ27,First Owner,1197,Manual,2019,21.01,81.80,113,Jun,2019,40,6.4,Ahmedabad,
Maruti,Baleno Zeta CVT,Comprehensive,Petrol,5,"17,000",GJ01,First Owner,1197,Automatic,2019,19.56,81.80,113,Jul,2019,40,7.5,Ahmedabad,R16
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"43,000",GJ01,First Owner,998,Manual,2013,21.79,67.05,90,Jul,2013,75,3.3,Ahmedabad,
Maruti,Ignis Zeta AMT,Comprehensive,Petrol,5,"60,000",GJ01,First Owner,1197,Automatic,2019,20.89,81.80,113,Jun,2019,40,5.51,Ahmedabad,15
Maruti,Ciaz ZDi Plus SHVS,Comprehensive,Diesel,5,"68,000",GJ18,First Owner,1248,Manual,2016,28.09,88.5,200,Aug,2016,70,6.5,Ahmedabad,16
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"11,000",GJ01,First Owner,796,Manual,2019,22.05,47.33,69,May,2019,40,3.25,Ahmedabad,
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"19,000",GJ01,First Owner,796,Manual,2017,22.05,47.33,69,Nov,2017,60,3.25,Ahmedabad,
Toyota,Innova 2.5 GX (Diesel) 7 Seater,Not Available,Diesel,7,"1,23,919",GJ01,First Owner,2494,Manual,2014,12.99,100.6,200,Sept,2014,75,6.5,Ahmedabad,
Hyundai,Xcent 1.2 Kappa S,Comprehensive,Petrol,5,"38,773",GJ01,First Owner,1197,Manual,2016,19.1,82,114,Jan,2017,70,4.4,Ahmedabad,
Mahindra,XUV500 W11 BSIV,Not Available,Diesel,7,"68,381",GJ01,First Owner,2179,Manual,2018,15.1,152.87,360,Jun,2018,50,13.0,Ahmedabad,17
Maruti,Swift Dzire 1.2 Vxi BSIV,Not Available,Petrol,5,"89,713",GJ01,Third Owner,1197,Manual,2011,17.5,85.8,114,Apr,2011,75,2.2,Ahmedabad,14
Ford,Ecosport 1.5 DV5 MT Trend,Not Available,Diesel,5,"79,093",GJ01,Second Owner,1498,Manual,2013,22.7,89.84,204,Jan,2014,75,4.0,Ahmedabad,
Hyundai,i20 1.2 Sportz,Comprehensive,Petrol,5,"48,000",GJ01,First Owner,1197,Manual,2010,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",Feb,2010,75,3.25,Ahmedabad,14
Honda,City i-VTEC VX,Zero Dep,Petrol,5,"18,339",GJ01,First Owner,1497,Manual,2018,17.4,117.6,145,May,2018,50,8.0,Ahmedabad,16
Maruti,Ertiga VDI,Third Party,Diesel,7,"2,49,779",GJ15,First Owner,1248,Manual,2013,20.77,88.76,200,Jan,2014,75,3.5,Ahmedabad,
Hyundai,Santro Xing GLS,Not Available,Petrol,5,"94,407",GJ01,Third Owner,1086,Manual,2010,17.92,62.1,96.1,Aug,2010,75,1.14,Ahmedabad,13
Honda,City i VTEC CVT SV,Third Party insurance,Petrol,5,"60,000",GJ01,First Owner,1497,Automatic,2015,18,117.3,145,Jul,2015,75,6.5,Ahmedabad,
Hyundai,i10 Era 1.1 iTech SE,Third Party insurance,Petrol,5,"71,000",GJ01,First Owner,1086,Manual,2013,19.81,68.05,99.04,Sept,2013,75,3.25,Ahmedabad,13
Hyundai,i20 1.2 Sportz Option,Third Party,Petrol,5,"1,59,115",GJ05,Second Owner,1197,Manual,2011,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",Jun,2011,75,2.25,Ahmedabad,14
Honda,Amaze E i-Dtech,Third Party,Diesel,5,"61,930",GJ01,Second Owner,1498,Manual,2015,25.8,98.6,200,Sept,2015,75,3.5,Ahmedabad,
Mercedes-Benz,E-Class Exclusive E 220 d BSIV,Comprehensive,Diesel,5,"69,000",GJ01,First Owner,1950,Automatic,2018,16.1,191.7,400,Feb,2018,50,43.5,Ahmedabad,17
Tata,Harrier XMA AT,Comprehensive,Diesel,5,"33,000",GJ06,First Owner,1956,Automatic,2020,14.6,167.67,350,Sept,2020,30,15.5,Ahmedabad,
Ford,Figo Diesel EXI,Not Available,Diesel,5,"1,02,185",GJ27,First Owner,1399,Manual,2012,20,68,160,Jan,2013,75,1.5,Ahmedabad,
Tata,Nexon XZ Plus (O),Third Party,Petrol,5,"51,852",GJ31,First Owner,1199,Manual,2020,17.57,118.36,170,Aug,2020,30,8.5,Ahmedabad,16
Honda,City V MT,Third Party,Petrol,5,"1,59,763",GJ01,First Owner,1497,Manual,2013,16.8,116.3,146,Apr,2013,75,3.0,Ahmedabad,15
Mercedes-Benz,C-Class C 220d Avantgarde Edition C,Comprehensive,Diesel,5,"90,000",GJ27,First Owner,2143,Automatic,2018,19.27,167.62,400,Oct,2018,50,32.0,Ahmedabad,17
Mahindra,KUV 100 mFALCON D75 K6,Third Party,Diesel,6,"69,761",GJ01,First Owner,1198,Manual,2016,25.32,77,190,Oct,2016,70,3.0,Ahmedabad,
Hyundai,i10 Magna,Comprehensive,Petrol,5,"70,000",GJ02,First Owner,1197,Manual,2012,20.36,78.9,111.7,Feb,2012,75,2.8,Ahmedabad,13
Hyundai,i20 1.2 Sportz,Third Party,Petrol,5,"87,341",GJ01,First Owner,1197,Manual,2011,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",Feb,2011,75,2.53,Ahmedabad,14
Hyundai,Verna 1.6 CRDi EX MT,Third Party,Diesel,5,"1,49,836",GJ01,First Owner,1582,Manual,2012,22.32,126.3,259.9,Jun,2012,75,3.25,Ahmedabad,15
Tata,Tiago 1.2 Revotron XZ,Third Party,Petrol,5,"73,230",GJ01,Second Owner,1199,Manual,2016,23.84,84,114,Jun,2016,70,4.0,Ahmedabad,14
Mitsubishi,Pajero Sport 4X2 AT,Not Available,Diesel,7,"1,09,706",GJ36,Second Owner,2477,Automatic,2015,13.5,175.56,350,Dec,2015,75,10.5,Ahmedabad,17
Datsun,GO Plus T BSIV,Not Available,Petrol,7,"53,608",GJ01,Second Owner,1198,Manual,2016,19.44,67,104,Jan,2017,70,2.35,Ahmedabad,
Maruti,Vitara Brezza VDi,Third Party insurance,Diesel,5,"24,000",GJ27,First Owner,1248,Manual,2016,24.3,88.5,200,Jan,2016,70,7.75,Ahmedabad,
Maruti,Baleno Delta,Third Party,Petrol,5,"71,211",GJ04,First Owner,1197,Manual,2020,21.01,81.80,113,Mar,2020,30,5.5,Ahmedabad,
Audi,A4 2.0 TDI,Third Party insurance,Diesel,5,"47,000",GJ01,First Owner,1968,Automatic,2011,16.55,147.51,320,Jan,2011,75,9.95,Ahmedabad,16
Mahindra,XUV500 W10 AWD,Third Party insurance,Diesel,7,"64,000",GJ27,First Owner,2179,Manual,2017,16,140,330,Feb,2017,60,10.0,Ahmedabad,17
Fiat,Punto 1.3 Active,Third Party insurance,Diesel,5,"78,000",GJ01,First Owner,1248,Manual,2014,20.3,75,197,Jan,2014,75,2.5,Ahmedabad,14
Volkswagen,Polo Petrol Trendline 1.2L,Third Party insurance,Petrol,5,"67,000",GJ01,First Owner,1198,Manual,2011,16.47,73.9,110,Jun,2011,75,2.7,Ahmedabad,14
Honda,Jazz 1.2 SV i VTEC,Third Party insurance,Petrol,5,"42,000",GJ01,First Owner,1199,Manual,2017,18.7,88.7,110,Jun,2017,60,4.8,Ahmedabad,
Volkswagen,Polo Petrol Highline 1.2L,Third Party,Petrol,5,"63,655",CH01,First Owner,1198,Manual,2010,16.47,73.9,110,Jul,2010,75,2.3,Ahmedabad,15
Hyundai,i20 Sportz Plus CVT BSIV,Not Available,Petrol,5,"38,987",GJ18,First Owner,1197,Automatic,2019,17.4,81.86,117,Apr,2019,40,6.5,Ahmedabad,15
Hyundai,Xcent 1.1 CRDi SX Option,Not Available,Diesel,5,"1,46,273",GJ01,Third Owner,1120,Manual,2014,24.4,71,180.4,Apr,2014,75,2.76,Ahmedabad,15
Tata,Altroz XT,Third Party,Petrol,5,"27,605",MP07,First Owner,1199,Manual,2020,19.33,86.83,113,Feb,2020,30,7.0,Ahmedabad,
Maruti,Swift VXI,Zero Dep,Petrol,5,"1,41,630",GJ01,First Owner,1197,Manual,2015,21.21,81.80,113,Jul,2015,75,3.42,Ahmedabad,
Nissan,Terrano XE 85 PS,Third Party,Diesel,5,"80,320",GJ01,First Owner,1461,Manual,2016,20.45,83.8,200,May,2016,70,4.5,Ahmedabad,
Mahindra,Thar LX 4-Str Hard Top AT,Zero Dep,Petrol,4,"29,000",GJ18,First Owner,1997,Automatic,2021,,150,320,Nov,2021,20,14.9,Ahmedabad,18
Toyota,Innova 2.5 VX (Diesel) 7 Seater,Comprehensive,Diesel,7,"65,000",GJ01,First Owner,2494,Manual,2014,12.99,100.6,200,Aug,2014,75,9.9,Ahmedabad,15
Mahindra,XUV300 W8 Option,Not Available,Petrol,5,"4,119",GJ38,First Owner,1197,Manual,2022,16.82,108.62,200,Nov,2022,15,11.54,Ahmedabad,16
Honda,Amaze S i-Dtech,Zero Dep,Diesel,5,"54,000",GJ01,First Owner,1498,Manual,2014,25.8,98.6,200,May,2015,75,4.75,Ahmedabad,
Honda,Civic 1.8 V MT,Comprehensive,Petrol,5,"82,468",GJ01,Third Owner,1799,Manual,2009,13.5,130,172,Mar,2010,75,1.98,Ahmedabad,15
Mahindra,Xylo H8 ABS,Third Party insurance,Diesel,8,"55,000",GJ01,First Owner,2179,Manual,2015,14.02,118.3,280,Apr,2015,75,5.75,Ahmedabad,
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"50,143",GJ01,First Owner,998,Manual,2013,20.51,67.04,90,Jan,2014,75,2.5,Ahmedabad,
MG,Astor Sharp,Zero Dep,Petrol,5,"2,780",GJ01,First Owner,1498,Manual,2022,15.43,108.49,144,Jun,2022,15,13.5,Ahmedabad,17
Datsun,RediGO T Option,Third Party insurance,Petrol,5,"57,000",GJ01,First Owner,799,Manual,2018,22.7,53.64,72,Jan,2019,50,2.9,Ahmedabad,
Maruti,Wagon R LXI Minor,Third Party,Petrol,5,"1,41,626",GJ01,Fourth Owner,1061,Manual,2009,18.9,67,84,May,2009,75,0.86758,Ahmedabad,13
Volkswagen,T-Roc TSI,Zero Dep,Petrol,5,"58,188",GJ02,First Owner,1498,Automatic,2019,18.4,147.94,250,Oct,2020,40,15.0,Ahmedabad,R17
Mahindra,Scorpio LX,Third Party,Diesel,9,"1,12,295",GJ01,First Owner,2179,Manual,2009,12.05,120,290,Jul,2009,75,3.0,Ahmedabad,16
Maruti,Zen Estilo 1.1 VXI BSIII,Third Party,Petrol,5,"51,826",MH43,First Owner,1061,Manual,2008,18.2,64,84,Nov,2008,75,1.53,Ahmedabad,13
Maruti,Celerio VDi,Third Party,Diesel,5,"94,197",GJ01,First Owner,793,Manual,2016,27.62,47,125,Feb,2017,70,3.18,Ahmedabad,
Nissan,Micra XL Option CVT,Third Party,Petrol,5,"38,544",GJ27,First Owner,1198,Automatic,2018,19.15,75.94,104,May,2019,50,5.0,Ahmedabad,
Hyundai,Verna 1.6 CRDI SX Option,Comprehensive,Diesel,5,"27,000",GJ01,First Owner,1582,Manual,2017,23.9,126.2,259.9,Feb,2017,60,9.95,Ahmedabad,16
Chevrolet,Spark 1.0 LS,Not Available,Petrol,5,"41,050",GJ01,Third Owner,995,Manual,2009,18,62,90.3,Mar,2009,75,0.7,Ahmedabad,13
Maruti,Wagon R LXI BS IV,Not Available,Petrol,5,"1,00,111",GJ01,Second Owner,998,Manual,2011,18.9,67.1,90,Nov,2011,75,1.39,Ahmedabad,13
Honda,City V MT,Third Party,Petrol,5,"86,849",GJ01,Second Owner,1497,Manual,2011,16.8,116.3,146,Mar,2011,75,3.0,Ahmedabad,15
Mahindra,XUV500 W10 2WD,Third Party,Diesel,7,"50,441",MH12,Second Owner,2179,Manual,2017,16,140,330,May,2017,60,12.0,Ahmedabad,17
Chevrolet,Spark 1.0 PS,Not Available,Petrol,5,"63,042",GJ12,Second Owner,995,Manual,2010,16,63,90.3,Jan,2011,75,0.80506,Ahmedabad,13
Maruti,Alto 800 LXI,Third Party,Petrol,5,"22,995",GJ18,First Owner,796,Manual,2020,22.05,47.33,69,Nov,2020,30,3.0,Ahmedabad,
Mercedes-Benz,C-Class C300 Cabriolet,Zero Dep,Petrol,4,"6,668",GJ01,Second Owner,1991,Automatic,2019,9.6,345.98,370,Aug,2020,40,60.0,Ahmedabad,17
Mahindra,XUV500 W10 2WD,Not Available,Diesel,7,"90,315",GJ01,Second Owner,2179,Manual,2015,16,140,330,Jul,2015,75,7.0,Ahmedabad,17
Hyundai,i10 Magna,Comprehensive,Petrol,5,"20,743",GJ01,First Owner,1197,Manual,2011,20.36,78.9,111.7,May,2011,75,2.2,Ahmedabad,13
Renault,KWID 1.0 RXT Opt,Third Party,Petrol,5,"11,000",GJ21,First Owner,999,Manual,2020,21.74,67,91,Jun,2020,30,4.75,Ahmedabad,
Maruti,Swift LXI BSIV,Third Party,Petrol,5,"48,885",GJ12,First Owner,1197,Manual,2016,22,81.80,113,Aug,2016,70,4.0,Ahmedabad,
BMW,X3 xDrive20d Expedition,Third Party insurance,Diesel,5,"1,06,000",GJ36,First Owner,1995,Automatic,2016,18.56,190,400,Jan,2016,70,22.0,Ahmedabad,17
Hyundai,Xcent 1.2 Kappa S,Third Party insurance,Petrol,5,"83,000",GJ01,First Owner,1197,Manual,2016,19.1,82,114,Feb,2016,70,4.75,Ahmedabad,
Hyundai,Xcent 1.2 Kappa S,Third Party insurance,Petrol,5,"75,000",GJ01,First Owner,1197,Manual,2015,19.1,82,114,Jan,2015,75,4.65,Ahmedabad,
Hyundai,Xcent 1.2 VTVT S,Third Party insurance,Petrol,5,"27,000",GJ27,First Owner,1197,Manual,2019,20.14,81.86,113.75,Jan,2019,40,6.25,Ahmedabad,
Maruti,Swift LXi BSIV,Third Party insurance,Petrol,5,"65,000",GJ01,First Owner,1197,Manual,2009,16.1,8,113,Jan,2009,75,2.25,Ahmedabad,14
Maruti,Wagon R LXI CNG,Not Available,CNG,5,"1,10,817",GJ01,First Owner,998,Manual,2010,26.2,58.2,77,Oct,2010,75,1.7,Ahmedabad,13
Maruti,Eeco 5 Seater AC BSIV,Not Available,Petrol,5,"84,871",GJ18,Second Owner,1196,Manual,2015,15.37,73,101,Jan,2016,75,3.0,Ahmedabad,
Hyundai,i10 Sportz 1.1L,Comprehensive,Petrol,5,"34,937",GJ27,First Owner,1086,Manual,2014,19.81,68.05,99.04,Jan,2015,75,3.41,Ahmedabad,
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"1,07,016",GJ01,First Owner,1248,Manual,2013,23.4,74,190,Mar,2014,75,3.6,Ahmedabad,14
Volkswagen,Polo 1.2 MPI Trendline,Third Party,Petrol,5,"1,23,290",GJ06,First Owner,1198,Manual,2017,18.78,74,110,May,2017,60,3.57,Ahmedabad,
Mercedes-Benz,B Class B180 CDI,Third Party insurance,Diesel,5,"72,000",GJ06,Second Owner,2143,Automatic,2013,14.8,120.7,200,Jan,2014,75,7.5,Ahmedabad,16
Hyundai,i10 Magna,Third Party insurance,Petrol,5,"78,000",GJ18,Second Owner,1197,Manual,2011,20.36,78.9,111.7,Nov,2011,75,2.25,Ahmedabad,13
Maruti,Swift LXi BSIV,Third Party,Petrol,5,"42,000",GJ01,First Owner,1197,Manual,2010,16.1,8,113,Oct,2010,75,2.2,Ahmedabad,14
Ford,Ecosport 1.5 TDCi Titanium BSIV,Not Available,Diesel,5,"1,37,230",GJ27,First Owner,1498,Manual,2016,22.77,98.59,205,Oct,2016,70,5.0,Ahmedabad,16
Hyundai,Creta 1.6 SX Automatic,Third Party,Petrol,5,"31,671",GJ01,First Owner,1591,Automatic,2018,14.8,121.3,151,Oct,2018,50,10.0,Ahmedabad,17
Hyundai,i20 Asta 1.4 CRDi,Not Available,Diesel,5,"1,28,120",GJ01,First Owner,1396,Manual,2016,22.54,88.73,219.7,Jun,2016,70,5.8,Ahmedabad,16
Honda,City 1.5 S AT,Third Party,Petrol,5,"1,04,638",GJ01,Third Owner,1497,Automatic,2009,16.8,"118PS at 6,600 ",146Nm at 4800 r,Jun,2009,75,2.42,Ahmedabad,15
Hyundai,Grand i10 CRDi Asta Option,Not Available,Diesel,5,"83,926",GJ11,Second Owner,1120,Manual,2016,24,70,160,Jul,2016,70,4.41,Ahmedabad,14
Maruti,Wagon R VXI,Zero Dep,Petrol,5,"5,766",GJ27,First Owner,998,Manual,2022,21.79,67.05,90,Jul,2022,15,6.2,Ahmedabad,
Honda,Amaze V CVT Diesel,Comprehensive,Diesel,5,"62,000",GJ01,Second Owner,1498,Automatic,2018,21,78.9,160,Feb,2018,50,9.75,Ahmedabad,R15
Maruti,Vitara Brezza VXI,Third Party,Petrol,5,"4,789",GJ01,First Owner,1462,Manual,2022,17.03,103.26,138,Jun,2022,15,8.5,Ahmedabad,
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"45,632",GJ01,First Owner,998,Manual,2012,18.9,67.1,90,Oct,2012,75,2.36,Ahmedabad,13
Honda,Jazz 1.2 E i VTEC,Third Party,Petrol,5,"25,006",GJ01,Second Owner,1199,Manual,2015,18.7,88.7,110,Jan,2016,75,4.5,Ahmedabad,
Honda,City 1.5 S MT,Comprehensive,Petrol,5,"68,000",GJ01,First Owner,1497,Manual,2009,17,"118PS at 6,600 ",146Nm at 4800 r,Feb,2009,75,3.25,Ahmedabad,15
Hyundai,i20 Active 1.4 SX,Comprehensive,Diesel,5,"67,000",GJ01,First Owner,1396,Manual,2016,21.19,88.73,220,Feb,2016,70,6.11,Ahmedabad,16
Renault,Lodgy Stepway 110PS RXZ 7S,Comprehensive,Diesel,7,"80,000",GJ01,First Owner,1461,Manual,2016,19.98,108.5,245,Feb,2016,70,5.51,Ahmedabad,15
Hyundai,Creta 1.6 SX Automatic Diesel,Comprehensive,Diesel,5,"93,000",GJ02,First Owner,1582,Automatic,2018,17.6,126.2,259.87,Feb,2018,50,12.51,Ahmedabad,17
Tata,Nano CNG XM,Comprehensive,CNG,4,"41,000",GJ01,First Owner,624,Manual,2016,36,37.48,51,Feb,2016,70,1.71,Ahmedabad,
Maruti,Swift VDI,Comprehensive,Diesel,5,"61,000",GJ01,First Owner,1248,Manual,2012,22.9,74,190,Feb,2012,75,4.4,Ahmedabad,14
Renault,Lodgy Stepway Edition 8 Seater,Comprehensive,Diesel,8,"61,000",GJ01,First Owner,1461,Manual,2018,19.98,108.5,245,Feb,2018,50,5.9,Ahmedabad,15
Toyota,Glanza G,Comprehensive,Petrol,5,"70,000",GJ01,First Owner,1197,Manual,2021,21.01,81.80,113,Feb,2021,20,7.25,Ahmedabad,R16
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"55,267",GJ01,Third Owner,1197,Manual,2017,18.9,82,114,Dec,2017,60,4.0,Ahmedabad,
Maruti,Swift Dzire 1.2 ZXi BSIV,Third Party,Petrol,5,"17,481",GJ01,First Owner,1197,Manual,2011,17.5,85.8,114,Feb,2011,75,3.5,Ahmedabad,14
Hyundai,Creta SX Diesel AT,Zero Dep,Diesel,5,"34,711",GJ27,First Owner,1493,Automatic,2020,18.5,113.42,250,Oct,2020,30,16.0,Ahmedabad,R17
Hyundai,i20 1.4 Magna Executive,Third Party,Diesel,5,"50,476",GJ27,First Owner,1396,Manual,2017,22.54,88.73,219.7,Aug,2017,60,5.61,Ahmedabad,
Mercedes-Benz,C-Class C 220 CDI Avantgarde,Third Party,Diesel,5,"80,396",GJ03,Second Owner,2143,Automatic,2014,19.27,170,400,May,2014,75,13.73,Ahmedabad,17
Audi,A6 2.7 TDI,Not Available,Diesel,5,"1,53,814",GJ01,Second Owner,2698,Automatic,2011,12.4,17,38,Jun,2011,75,6.5,Ahmedabad,17
Hyundai,Grand i10 Magna,Not Available,Petrol,5,"46,547",GJ01,Second Owner,1197,Manual,2015,18.9,82,114,Mar,2015,75,3.68,Ahmedabad,
Honda,Jazz VX CVT,Comprehensive,Petrol,5,"29,000",GJ38,First Owner,1199,Automatic,2018,18.2,88.7,110,Feb,2018,50,7.51,Ahmedabad,15
Hyundai,i20 Magna Optional 1.4 CRDi,Not Available,Diesel,5,"79,926",GJ01,First Owner,1396,Manual,2014,21.9,88.8,219.7,Mar,2014,75,3.87,Ahmedabad,14
Maruti,Ciaz ZXi,Third Party,Petrol,5,"71,109",GJ01,First Owner,1373,Manual,2016,20.73,91.1,130,Sept,2016,70,5.0,Ahmedabad,15
Mahindra,XUV500 AT W10 FWD,Not Available,Diesel,7,"65,328",GJ01,First Owner,2179,Automatic,2016,16,140,330,Mar,2016,70,11.0,Ahmedabad,17
Honda,City i VTEC V,Not Available,Petrol,5,"1,10,775",GJ05,Second Owner,1497,Manual,2015,17.4,117.3,145,Jan,2016,75,5.0,Ahmedabad,15
Hyundai,i20 Asta Option 1.2,Not Available,Petrol,5,"59,828",GJ05,Second Owner,1197,Manual,2016,18.6,81.83,114.7,Feb,2017,70,5.46,Ahmedabad,16
Maruti,Ciaz Delta 1.5,Comprehensive,Diesel,5,"62,000",GJ27,First Owner,1498,Manual,2018,26.32,93.87,225,May,2018,50,7.8,Ahmedabad,15
Kia,Seltos GTX Plus Diesel AT,Comprehensive,Diesel,5,"59,001",GJ01,First Owner,1493,Automatic,2020,18,113.43,250,Mar,2020,30,17.5,Ahmedabad,17
Hyundai,i10 Era 1.1 iTech SE,Third Party,Petrol,5,"1,44,854",GJ01,Second Owner,1086,Manual,2010,19.81,68.05,99.04,Apr,2010,75,1.42,Ahmedabad,13
Maruti,Wagon R LXI Minor Duo LPG,Third Party,LPG,5,"73,083",GJ11,Second Owner,1061,Manual,2010,,67,84,Jan,2011,75,1.36,Ahmedabad,14
MG,Hector Sharp Diesel MT BSIV,Comprehensive,Diesel,5,"69,000",GJ01,First Owner,1956,Manual,2021,17.41,167.68,350,Feb,2021,20,16.5,Ahmedabad,R17
