Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,RTO,Wheel Size
Hyundai,Santro Xing GLS,Comprehensive,Petrol,5,"39,000",First Owner,1086,Manual,2015,17.92,62.1,96.1,Feb,2015,75,2.18,Kolkata,WB20,13
MG,Hector Sharp DCT,Third Party,Petrol,5,"22,155",First Owner,1451,Automatic,2019,13.96,141,250,Nov,2019,40,12.0,Kolkata,WB12,R17
Hyundai,Elantra VTVT SX AT,Comprehensive,Petrol,5,"16,776",First Owner,1999,Automatic,2021,14.62,150.19,192,Dec,2021,20,16.99,Kolkata,WB02,R16
BMW,6 Series GT 630i M Sport,Comprehensive,Petrol,4,"7,673",First Owner,1998,Automatic,2022,13.32,254.79,400,Feb,2022,15,64.99,Kolkata,WB06,19
Ford,Endeavour 2.2 Titanium AT 4X2 Sunroof,Comprehensive,Diesel,7,"67,011",First Owner,2198,Automatic,2019,12.62,158,385,Jan,2019,40,24.99,Kolkata,WB10,18
Tata,Tiago 1.05 Revotorq XZ,Comprehensive,Diesel,5,"37,000",First Owner,1047,Manual,2018,27.28,69,140,Feb,2018,50,3.99,Kolkata,WB18,14
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"39,000",First Owner,1197,Manual,2014,19.1,85.8,114,Feb,2014,75,3.55,Kolkata,WB02,14
Maruti,Wagon R VXI AMT 1.2,Third Party,Petrol,5,"15,210",Second Owner,1197,Automatic,2020,20.52,81.80,113,Oct,2020,30,4.8,Kolkata,WB20,
Jeep,Compass 2.0 Limited 4X4,Not Available,Diesel,5,"19,856",First Owner,1956,Manual,2018,16.3,170,350,Oct,2018,50,12.66,Kolkata,WB02,17
BMW,X1 sDrive20d Expedition,Third Party,Diesel,5,"85,456",First Owner,1995,Automatic,2017,20.68,188,400,Aug,2017,60,16.98,Kolkata,WB02,17
Audi,A4 2.0 TDI Premium Plus,Not Available,Diesel,5,"64,519",Third Owner,1968,Automatic,2013,17.11,174.33,380,Oct,2013,75,10.6,Kolkata,WB02,17
Maruti,Swift Dzire LDI,Not Available,Diesel,5,"21,911",Third Owner,1248,Manual,2012,23.4,74,190,Nov,2012,75,1.8,Kolkata,WB02,14
Mahindra,TUV 300 T6,Third Party,Diesel,7,"1,00,031",Second Owner,1493,Manual,2015,18.49,100,240,Nov,2015,75,3.69,Kolkata,WB28,
Honda,Jazz Select Edition,Comprehensive,Petrol,,"24,000",First Owner,1198,Manual,2013,16.7,,,Jun,2013,75,3.25,Kolkata,WB02,
Maruti,Ciaz ZDi Plus SHVS,Third Party insurance,Diesel,5,"46,000",First Owner,1248,Manual,2017,28.09,88.5,200,Mar,2017,60,5.5,Kolkata,WB02,16
Volkswagen,Ameo 1.2 MPI Highline Plus 16,Comprehensive,Petrol,5,"32,000",First Owner,1198,Manual,2017,17,73.75,110,Feb,2017,60,4.11,Kolkata,WB02,16
Hyundai,Xcent 1.2 VTVT SX Option,Comprehensive,Petrol,5,"40,000",First Owner,1197,Manual,2019,20.14,81.86,113.75,Dec,2019,40,4.95,Kolkata,WB88,15
Honda,WR-V Edge Edition i-DTEC S,Comprehensive,Diesel,5,"55,000",First Owner,1498,Manual,2017,25.5,98.6,200,Dec,2017,60,5.5,Kolkata,WB02,16
Ford,Figo 1.5D Trend Plus MT,Comprehensive,Diesel,5,"59,000",First Owner,1498,Manual,2015,25.83,99,215,Dec,2015,75,1.95,Kolkata,WB26,
Kia,Seltos GTX Plus DCT,Comprehensive,Petrol,5,"29,000",First Owner,1353,Automatic,2020,16.5,138.08,242,Aug,2020,30,14.25,Kolkata,WB52,17
Hyundai,Xcent 1.1 CRDi SX Option,Comprehensive,Diesel,5,"55,000",First Owner,1120,Manual,2015,24.4,71,180.4,Dec,2015,75,3.9,Kolkata,WB02,15
Jeep,Compass 1.4 Sport Plus BSIV,Third Party,Petrol,5,"20,635",First Owner,1368,Manual,2019,16,160,250,Aug,2019,40,12.5,Kolkata,WB08,
Hyundai,i20 1.2 Magna Executive,Third Party,Petrol,5,"46,195",First Owner,1197,Manual,2018,18.6,81.83,114.7,Jul,2018,50,4.5,Kolkata,WB08,
Maruti,Swift Dzire VXi,Comprehensive,Petrol,5,"71,163",First Owner,1298,Manual,2009,17.5,85.8,114,Feb,2009,75,1.97,Kolkata,WB06,14
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"22,611",First Owner,998,Manual,2015,20.51,67.04,90,Apr,2015,75,2.8,Kolkata,WB02,
Toyota,Innova 2.5 VX (Diesel) 8 Seater,Third Party,Diesel,8,"40,201",First Owner,2494,Manual,2014,12.99,100.6,200,Jul,2014,75,8.48,Kolkata,WB02,15
Maruti,Swift VXI,Third Party,Petrol,5,"99,409",First Owner,1197,Manual,2013,18.6,85.8,114,Dec,2013,75,2.5,Kolkata,WB02,14
Mahindra,Xylo H4,Third Party insurance,Diesel,7,"42,000",First Owner,2179,Manual,2019,14.02,118.3,280,Sept,2019,40,6.75,Kolkata,WB64,
Maruti,Wagon R VXI,Third Party insurance,Petrol,5,"33,275",Second Owner,998,Manual,2012,18.9,67.1,90,Jan,2013,75,2.45,Kolkata,WB24,13
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"60,121",First Owner,998,Manual,2013,20.51,67.04,90,Aug,2013,75,2.42,Kolkata,WB02,
Volkswagen,Taigun 1.0 TSI Highline AT,Comprehensive,Petrol,5,"2,000",First Owner,999,Automatic,2022,18.41,113.98,178,Feb,2022,15,13.99,Kolkata,WB02,16
Hyundai,i10 Magna 1.2,Third Party insurance,Petrol,5,"49,000",First Owner,1197,Manual,2010,20.36,78.9,111.7,Jan,2010,75,1.45,Kolkata,WB20,13
Toyota,Etios Liva GD,Comprehensive,Diesel,5,"60,000",First Owner,1364,Manual,2012,23.59,67.06,170,Feb,2012,75,2.8,Kolkata,WB02,14
Mahindra,TUV 300 T4 Plus,Third Party insurance,Diesel,7,"45,000",First Owner,1493,Manual,2017,18.49,100,240,Jan,2017,60,4.9,Kolkata,WB1A,
Maruti,Vitara Brezza ZXI Plus,Third Party insurance,Petrol,5,"12,000",First Owner,1462,Manual,2021,17.03,103.26,138,Jan,2021,20,8.9,Kolkata,WB26,R16
Hyundai,i20 Asta 1.2,Third Party insurance,Petrol,5,"45,000",First Owner,1197,Manual,2015,18.6,81.83,114.7,Mar,2015,75,4.0,Kolkata,WB08,16
Hyundai,Grand i10 Nios Asta,Comprehensive,Petrol,5,"30,094",First Owner,1197,Manual,2021,,81.80,113.8,Apr,2021,20,6.1,Kolkata,WB12,15
Honda,City i-VTEC VX,Third Party insurance,Petrol,5,"34,500",First Owner,1497,Manual,2019,17.4,117.6,145,Apr,2019,40,8.0,Kolkata,WB10,16
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"49,844",Second Owner,998,Manual,2011,18.9,67.1,90,May,2011,75,1.75,Kolkata,WB26,14
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"1,12,484",First Owner,1582,Manual,2014,22.32,126.32,259.8,Jan,2015,75,4.2,Kolkata,WB02,16
Honda,Jazz Basic,Not Available,Petrol,5,"43,749",Second Owner,1198,Manual,2010,16.7,88.8,110,May,2010,75,2.31,Kolkata,WB06,15
Toyota,Corolla Altis JS MT,Third Party insurance,Petrol,5,"57,000",First Owner,1798,Manual,2015,14.28,138.03,173,Nov,2015,75,5.7,Kolkata,WB02,
Volkswagen,Polo 1.0 MPI Comfortline,Third Party insurance,Petrol,5,"15,000",First Owner,999,Manual,2019,17.74,75.10,95,Jun,2019,40,4.7,Kolkata,WB02,R15
Toyota,Innova 2.5 G (Diesel) 8 Seater,Comprehensive,Diesel,8,"1,60,001",First Owner,2494,Manual,2013,12.99,100.6,200,Mar,2013,75,6.75,Kolkata,WB02,
Hyundai,i20 Sportz AT 1.4,Not Available,Petrol,5,"9,105",First Owner,1396,Automatic,2012,15,98.6,136.3,Jul,2012,75,3.45,Kolkata,WB02,14
Maruti,Ertiga VXI,Comprehensive,Petrol,7,"38,016",First Owner,1462,Manual,2018,20.51,101.65,136.8,Mar,2018,50,6.75,Kolkata,WB08,
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"38,768",First Owner,998,Manual,2018,18.9,67.1,90,Nov,2018,50,3.95,Kolkata,WB98,13
Honda,Jazz 1.2 SV i VTEC,Third Party,Petrol,5,"49,639",First Owner,1199,Manual,2015,18.7,88.7,110,Oct,2015,75,3.5,Kolkata,WB74,
Maruti,Alto K10 VXI AGS Optional,Not Available,Petrol,5,"22,651",First Owner,998,Automatic,2018,23.95,67.1,90,Sept,2018,50,2.6,Kolkata,WB36,
Tata,Indica Terra Safire BS III,Third Party,Petrol,5,"77,646",Third Owner,1172,Manual,2010,15.8,65,96 ,Mar,2010,75,1.0,Kolkata,WB06,13
Maruti,Ertiga VDI,Comprehensive,Diesel,7,"44,600",First Owner,1248,Manual,2013,20.77,88.76,200,Nov,2013,75,4.55,Kolkata,WB02,
Chevrolet,Spark 1.0 LT,Third Party,Petrol,5,"20,162",First Owner,995,Manual,2011,18,62,90.3,Apr,2011,75,0.94949,Kolkata,WB06,13
Honda,City i VTEC SV,Third Party,Petrol,5,"54,846",First Owner,1497,Manual,2017,17.8,117.3,145,Jun,2017,60,4.6,Kolkata,WB02,
Maruti,Alto LXi,Comprehensive,Petrol,5,"24,870",First Owner,796,Manual,2011,19.7,46.3,62,Oct,2011,75,1.2,Kolkata,WB06,12
Jaguar,F-TYPE 3.0 V6 S,Comprehensive,Petrol,2,"31,828",Third Owner,2995,Automatic,2014,15.15,375.5,460,Nov,2014,75,64.0,Kolkata,DL2C,19
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"19,858",First Owner,1995,Automatic,2019,18.12,190,400,Apr,2019,40,39.5,Kolkata,WB08,18
Honda,Mobilio V Option i-VTEC,Third Party insurance,Petrol,7,"12,500",First Owner,1497,Manual,2014,17.3,117.3,145,Nov,2014,75,3.5,Kolkata,WB02,15
Hyundai,Verna VTVT 1.6 SX Option,Third Party insurance,Petrol,5,"26,000",First Owner,1591,Manual,2018,17,121.3,151,Oct,2018,50,7.5,Kolkata,WB38,16
Toyota,Innova 2.5 GX 8 STR BSIV,Third Party insurance,Diesel,8,"1,45,000",First Owner,2494,Manual,2011,12.8,,20,Jun,2011,75,4.75,Kolkata,WB06,15
Toyota,Fortuner 4X4 Diesel,Comprehensive,Diesel,7,"13,000",First Owner,2755,Manual,2022,8,201.15,420,Aug,2022,15,39.49,Kolkata,WB74,18
Honda,Brio S MT,Third Party insurance,Petrol,5,"60,000",Second Owner,1198,Manual,2012,19.4,86.8,109,Sept,2012,75,2.35,Kolkata,WB62,
Chevrolet,Aveo 1.4 LS BSIV,Third Party insurance,Petrol,5,"45,000",First Owner,1399,Manual,2009,14.49,92.7,127,Jul,2009,75,1.75,Kolkata,WB06,14
Maruti,Swift VVT VXI,Not Available,Petrol,5,"42,782",First Owner,1197,Manual,2014,22,81.80,113,Jan,2015,75,3.0,Kolkata,WB20,
Maruti,Baleno 1.2 Sigma,Comprehensive,Petrol,5,"22,000",First Owner,1197,Manual,2018,21.4,83.1,115,Sept,2018,50,4.95,Kolkata,WB02,
Hyundai,Verna VTVT 1.6 AT SX Option,Third Party insurance,Petrol,5,"55,000",First Owner,1591,Automatic,2018,17,121.3,151,Mar,2018,50,8.49,Kolkata,WB26,16
Honda,City i VTEC VX,Third Party,Petrol,5,"70,022",First Owner,1497,Manual,2014,17.4,117.3,145,Jun,2014,75,4.0,Kolkata,WB08,15
Honda,Amaze VX i-VTEC,Third Party,Petrol,5,"49,034",First Owner,1198,Manual,2017,17.8,86.7,109,Aug,2017,60,4.83,Kolkata,WB06,14
Honda,City VX MT,Third Party insurance,Petrol,5,"10,000",First Owner,1498,Manual,2020,18.6,119.35,145,Mar,2020,30,9.5,Kolkata,WB02,16
Maruti,Swift VXI,Comprehensive,Petrol,5,"20,000",First Owner,1197,Manual,2021,22.38,88.50,113,Jul,2021,20,6.1,Kolkata,WB36,
Honda,Jazz VX CVT,Comprehensive,Petrol,5,"39,000",First Owner,1199,Automatic,2018,18.2,88.7,110,Sept,2018,50,5.0,Kolkata,WB26,15
Maruti,Vitara Brezza ZDi,Comprehensive,Diesel,5,"45,000",First Owner,1248,Manual,2017,24.3,88.5,200,Sept,2017,60,7.15,Kolkata,WB02,16
Ford,Ecosport 1.5 Petrol Ambiente BSIV,Comprehensive,Petrol,5,"31,000",First Owner,1497,Manual,2018,17,121.36,150,Mar,2018,50,5.85,Kolkata,WB02,
Toyota,Fortuner 2.8 4WD MT BSIV,Third Party insurance,Diesel,7,"15,000",First Owner,2755,Manual,2019,14.24,174.5,420,Jun,2019,40,30.9,Kolkata,WB30,18
Toyota,Fortuner 3.0 Diesel,Comprehensive,Diesel,7,"1,28,173",First Owner,2982,Manual,2011,11.5,171,343 ,Feb,2011,75,8.75,Kolkata,WB06,17
Honda,City i DTec V,Comprehensive,Diesel,5,"64,400",First Owner,1498,Manual,2014,26,98.6,200,Jul,2014,75,4.55,Kolkata,WB02,15
Volkswagen,Ameo 1.5 TDI Highline AT,Third Party,Diesel,5,"1,08,545",First Owner,1498,Automatic,2016,22,108.495,250,Feb,2017,70,4.57,Kolkata,WB20,15
Maruti,Swift VXI,Third Party,Petrol,5,"29,219",Second Owner,1197,Manual,2018,22,81.80,113,Dec,2018,50,5.0,Kolkata,WB02,
Hyundai,Santro LP zipPlus,Third Party,Petrol,5,"42,399",First Owner,,Manual,2003,,,,Apr,2003,75,1.01,Kolkata,MP04,13
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"35,168",First Owner,998,Manual,2014,20.51,67.04,90,Jun,2014,75,2.4,Kolkata,WB02,
Mahindra,Alturas G4 4X4 AT,Comprehensive,Diesel,7,"18,853",First Owner,2157,Automatic,2022,12.05,178.49,420,Jul,2022,15,26.99,Kolkata,WB94,18
Maruti,Wagon R VXI,Third Party insurance,Petrol,5,"25,000",First Owner,998,Manual,2020,21.79,67.05,90,Jul,2020,30,5.0,Kolkata,WB26,
Mercedes-Benz,GLC 220d 4MATIC,Comprehensive,Diesel,5,"10,517",First Owner,1950,Automatic,2020,,194,400,Nov,2020,30,52.99,Kolkata,WB02,19
Mahindra,Bolero B6,Third Party,Diesel,7,"26,691",First Owner,1493,Manual,2020,16,74.96,210,Jan,2021,30,8.0,Kolkata,WB66,
Maruti,Ignis 1.2 Alpha BSIV,Third Party,Petrol,5,"29,901",First Owner,1197,Manual,2018,20.89,81.80,113,Mar,2018,50,4.5,Kolkata,WB26,15
Ford,Aspire 1.2 Ti-VCT Titanium,Not Available,Petrol,5,"27,807",First Owner,1196,Manual,2017,18.16,86.8,112,Sept,2017,60,3.96,Kolkata,AS01,14
Toyota,Etios G SP,Not Available,Petrol,5,"65,162",Second Owner,1496,Manual,2013,16.78,88.73,132,Nov,2013,75,2.4,Kolkata,WB02,15
Hyundai,Grand i10 Nios Asta,Not Available,Petrol,5,"15,066",First Owner,1197,Manual,2019,20.7,81.86,113.8,Oct,2019,40,6.44,Kolkata,AS11,15
Hyundai,Xcent 1.1 CRDi S Option,Third Party,Diesel,5,"1,14,842",First Owner,1120,Manual,2014,24.4,71.01,180.4,Jul,2014,75,2.91,Kolkata,WB02,14
Maruti,Wagon R VXI Plus,Comprehensive,Petrol,5,"30,000",First Owner,998,Manual,2017,20.51,67.04,90,Sept,2017,60,3.15,Kolkata,WB02,
Hyundai,i20 1.2 Magna,Not Available,Petrol,5,"1,13,763",First Owner,1197,Manual,2010,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Dec,2010,75,1.5,Kolkata,WB06,14
Hyundai,Venue S Turbo BSIV,Comprehensive,Petrol,5,"19,000",First Owner,998,Manual,2019,18.27,118.35,171.6,Jul,2019,40,7.25,Kolkata,WB02,
Maruti,Alto 800 VXI,Not Available,Petrol,5,"3,890",First Owner,796,Manual,2018,24.7,47.3,69,Jan,2019,50,2.4,Kolkata,WB10,
Maruti,Ignis 1.2 Delta BSIV,Not Available,Petrol,5,"9,990",First Owner,1197,Manual,2019,20.89,81.80,113,Jun,2019,40,3.7,Kolkata,WB10,
Jeep,Compass 2.0 Limited,Third Party,Diesel,5,"51,548",First Owner,1956,Manual,2018,17.1,170,350,Aug,2018,50,10.43,Kolkata,WB02,17
Honda,Jazz 1.2 V i VTEC,Not Available,Petrol,5,"12,142",First Owner,1199,Manual,2018,18.7,88.7,110,Aug,2018,50,5.0,Kolkata,WB02,15
Hyundai,Grand i10 Sportz Plus,Comprehensive,Petrol,5,"12,000",First Owner,1197,Manual,2017,18.9,82,114,Jul,2017,60,3.95,Kolkata,WB02,
Honda,WR-V i-VTEC VX,Comprehensive,Petrol,5,"14,000",First Owner,1199,Manual,2018,17.5,88.7,110,Feb,2018,50,6.75,Kolkata,WB02,16
Hyundai,i20 1.2 Magna,Comprehensive,Petrol,5,"39,500",First Owner,1197,Manual,2010,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Oct,2010,75,1.5,Kolkata,WB06,14
Honda,City 1.5 S AT,Comprehensive,Petrol,5,"68,500",Second Owner,1497,Automatic,2013,16.8,116.4,146,Nov,2013,75,2.5,Kolkata,WB02,15
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"32,992",First Owner,998,Manual,2011,18.9,67.1,90,Jul,2011,75,1.98,Kolkata,WB06,14
Honda,Amaze S i-Vtech,Third Party,Petrol,5,"35,561",First Owner,1198,Manual,2015,18,86.7,109,Mar,2015,75,3.5,Kolkata,WB02,
Honda,City i VTEC SV,Not Available,Petrol,5,"51,342",Second Owner,1497,Manual,2015,17.4,117.3,145,Mar,2015,75,3.8,Kolkata,WB02,
Audi,Q3 35 TDI Quattro Premium,Comprehensive,Diesel,5,"21,897",First Owner,1968,Automatic,2016,15.73,174.33,380,Feb,2016,70,17.99,Kolkata,WB22,17
Nissan,Sunny XL,Not Available,Petrol,5,"39,169",First Owner,1498,Manual,2013,16.95,97.7,134,Jul,2013,75,2.5,Kolkata,WB02,14
Mahindra,XUV500 AT W9 2WD,Comprehensive,Diesel,7,"4,000",First Owner,2179,Automatic,2021,16,138,330,Feb,2021,20,15.75,Kolkata,WB20,17
Honda,City i DTEC VX,Comprehensive,Diesel,5,"64,716",First Owner,1498,Manual,2015,25.1,98.6,200,Jun,2015,75,5.54,Kolkata,WB02,15
Maruti,A-Star Vxi,Not Available,Petrol,5,"34,202",First Owner,998,Manual,2009,19,66.1,90,Nov,2009,75,1.55,Kolkata,WB06,13
Hyundai,Xcent 1.2 Kappa SX,Comprehensive,Petrol,5,"42,354",Second Owner,1197,Manual,2016,19.1,82,114,Oct,2016,70,3.8,Kolkata,WB02,14
Maruti,XL6 Zeta AT,Third Party insurance,Petrol,6,"27,000",First Owner,1462,Automatic,2019,17.99,103.2,138,Nov,2019,40,8.99,Kolkata,WB30,R15
Nissan,Micra XV,Third Party,Petrol,5,"69,492",Second Owner,1198,Manual,2012,18.06,75,104,Dec,2012,75,1.93,Kolkata,WB02,14
Maruti,Baleno 1.2 Alpha,Not Available,Petrol,5,"95,325",First Owner,1197,Manual,2017,21.4,83.1,115,Aug,2017,60,4.7,Kolkata,WB02,16
Hyundai,Venue S Plus,Third Party,Petrol,5,"10,310",First Owner,1197,Manual,2021,17.52,81.86,113.76,Jan,2022,20,8.0,Kolkata,WB26,
Maruti,Zen Estilo LXI BS IV,Third Party,Petrol,5,"40,874",Second Owner,998,Manual,2010,19,67.1,90,Jul,2010,75,1.5,Kolkata,WB06,13
Mercedes-Benz,CLA 200 CDI Sport,Third Party,Diesel,5,"51,090",First Owner,2143,Automatic,2017,17.9,136,300,Feb,2017,60,17.0,Kolkata,WB06,17
Skoda,Superb Ambition 1.8 TSI MT,Third Party,Petrol,5,"13,000",First Owner,1798,Manual,2015,13.1,157.81,250,Jan,2015,75,7.85,Kolkata,WB02,16
Skoda,Rapid 1.6 TDI Ambition Plus,Comprehensive,Diesel,5,"65,000",First Owner,1598,Manual,2014,20.5,103.5,250,Apr,2014,75,3.65,Kolkata,WB02,14
Mercedes-Benz,C-Class C 220 CDI Avantgarde,Third Party,Diesel,5,"53,000",First Owner,2143,Automatic,2010,19.27,170,400,Mar,2010,75,2.99,Kolkata,WB06,17
Hyundai,Creta SX,Third Party insurance,Petrol,5,"8,000",First Owner,1497,Manual,2022,,113.18,143.8,Apr,2022,15,13.99,Kolkata,WB48,17
Toyota,Glanza G,Third Party insurance,Petrol,5,"13,000",First Owner,1197,Manual,2019,21.01,81.80,113,Oct,2019,40,6.0,Kolkata,WB02,R16
Maruti,Swift Dzire LXI,Third Party insurance,Petrol,5,"43,000",First Owner,1197,Manual,2015,20.85,83.14,115,May,2015,75,4.0,Kolkata,WB12,
Maruti,Wagon R VXI,Third Party insurance,Petrol,5,"16,800",First Owner,998,Manual,2020,21.79,67.05,90,Oct,2020,30,5.0,Kolkata,WB02,
Honda,City i-VTEC SV,Third Party insurance,Petrol,5,"42,000",First Owner,1497,Manual,2018,17.4,117.6,145,Apr,2018,50,5.0,Kolkata,WB10,15
Mahindra,XUV500 W10 AWD,Third Party insurance,Diesel,7,"70,000",First Owner,2179,Manual,2017,16,140,330,Oct,2017,60,10.75,Kolkata,WB26,17
Hyundai,i20 1.2 Spotz,Comprehensive,Petrol,5,"38,176",First Owner,1197,Manual,2018,18.6,81.83,114.7,Mar,2018,50,4.9,Kolkata,WB16,
Mahindra,Scorpio S5 BSIV,Comprehensive,Diesel,7,"27,000",First Owner,2179,Manual,2018,16.36,120,280,Dec,2018,50,9.75,Kolkata,WB02,
Volkswagen,Vento Diesel Highline,Comprehensive,Diesel,5,"65,000",First Owner,1598,Manual,2011,20.54,103.6,250,Jul,2011,75,2.75,Kolkata,WB20,15
Maruti,Alto K10 VXI,Not Available,Petrol,5,"50,111",First Owner,998,Manual,2016,23.95,67.05,90,Nov,2016,70,2.3,Kolkata,WB06,
Mahindra,XUV500 W4,Comprehensive,Diesel,7,"50,000",First Owner,2179,Manual,2018,15.1,140,330,Nov,2018,50,8.25,Kolkata,WB02,
Hyundai,Grand i10 Sportz,Not Available,Petrol,5,"23,526",Second Owner,1197,Manual,2015,18.9,82,114,Dec,2015,75,3.1,Kolkata,WB02,
Hyundai,i20 Sportz Option 1.4 CRDi,Comprehensive,Diesel,5,"55,000",Second Owner,1396,Manual,2015,22.54,88.73,219.7,Dec,2015,75,4.51,Kolkata,WB02,16
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"32,000",Third Owner,1197,Manual,2014,20.36,78.9,111.8,Sept,2014,75,1.95,Kolkata,WB02,13
Maruti,Ciaz 1.4 AT Alpha,Comprehensive,Petrol,5,"50,000",First Owner,1373,Automatic,2017,19.12,91.1,130,Aug,2017,60,5.75,Kolkata,WB02,16
Ford,Ecosport 1.5 Diesel Titanium Plus,Comprehensive,Diesel,5,"12,000",First Owner,1498,Manual,2021,21.7,98.96,215,Nov,2021,20,9.25,Kolkata,WB20,R16
Hyundai,Verna 1.6 VTVT SX,Comprehensive,Petrol,5,"39,000",First Owner,1591,Manual,2015,17.01,121.3,154.9,Jul,2015,75,4.55,Kolkata,WB02,16
Honda,Mobilio S i-DTEC,Comprehensive,Diesel,7,"68,000",First Owner,1498,Manual,2014,24.2,98.6,200,Dec,2014,75,4.75,Kolkata,WB02,
Hyundai,Grand i10 Nios Sportz,Comprehensive,Petrol,5,"12,000",First Owner,1197,Manual,2020,20.7,81.86,113.8,Aug,2020,30,5.99,Kolkata,WB20,14
Tata,Tigor 1.05 Revotorq XZ Option,Comprehensive,Diesel,5,"55,000",First Owner,1047,Manual,2018,24.7,69,140,Aug,2018,50,4.5,Kolkata,WB08,14
Honda,WR-V Edge Edition i-VTEC S,Comprehensive,Petrol,5,"34,000",First Owner,1199,Manual,2018,17.5,88.7,110,Apr,2018,50,5.5,Kolkata,WB02,16
Mahindra,XUV500 AT W10 FWD,Third Party insurance,Diesel,7,"60,000",First Owner,2179,Automatic,2016,16,140,330,Mar,2016,70,8.0,Kolkata,WB02,17
Volkswagen,Polo Diesel Comfortline 1.2L,Third Party insurance,Diesel,5,"74,000",First Owner,1199,Manual,2011,22.07,73.9,180,Mar,2011,75,1.75,Kolkata,WB06,15
Maruti,Vitara Brezza VDi Option,Not Available,Diesel,5,"89,173",First Owner,1248,Manual,2017,24.3,88.5,200,Feb,2017,60,6.4,Kolkata,WB02,
Maruti,Zen LX,Third Party,Petrol,5,"66,399",Second Owner,993,Manual,2004,17.3,60,78 ,Aug,2004,75,0.54598,Kolkata,WB02,12
Hyundai,i20 Sportz 1.2,Not Available,Petrol,5,"43,111",First Owner,1197,Manual,2015,18.6,81.83,114.7,Aug,2015,75,4.0,Kolkata,WB20,
Honda,WR-V i-VTEC VX,Not Available,Petrol,5,"66,591",First Owner,1199,Manual,2017,17.5,88.7,110,Jul,2017,60,6.45,Kolkata,WB12,16
Maruti,Wagon R LXI BS IV,Not Available,Petrol,5,"46,805",First Owner,998,Manual,2013,20.51,67.04,90,Dec,2013,75,2.0,Kolkata,WB02,
Hyundai,Elantra SX AT,Not Available,Petrol,5,"55,495",Second Owner,1797,Automatic,2014,14.5,147.5,177.5,Mar,2014,75,5.43,Kolkata,WB02,16
Hyundai,Verna 1.6 CRDi SX,Third Party,Diesel,5,"19,690",First Owner,1582,Manual,2017,23.9,126.2,259.9,Feb,2018,60,7.0,Kolkata,JH01,16
Maruti,Swift Dzire VDI,Comprehensive,Diesel,5,"46,000",First Owner,1248,Manual,2017,28.4,74.02,190,Jul,2017,60,5.85,Kolkata,WB02,
Maruti,Baleno Sigma,Third Party,Petrol,5,"17,990",First Owner,1197,Manual,2021,21.01,81.80,113,Feb,2021,20,5.0,Kolkata,WB30,
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"39,554",Second Owner,1197,Manual,2016,18.6,81.83,114.7,May,2016,70,3.8,Kolkata,WB02,
Honda,Amaze VX Petrol,Third Party,Petrol,5,"8,013",First Owner,1199,Manual,2021,18.6,88.76,110,Sept,2021,20,6.9,Kolkata,WB02,R15
Volkswagen,Polo 1.2 MPI Comfortline,Third Party,Petrol,5,"90,163",First Owner,1198,Manual,2014,16.47,74,110,Nov,2014,75,2.5,Kolkata,WB08,
Kia,Sonet 1.5 HTX Diesel,Third Party,Diesel,5,"22,483",First Owner,1493,Manual,2020,,98.63,240,Nov,2020,30,11.72,Kolkata,JH10,16
Maruti,A-Star Zxi,Third Party,Petrol,5,"1,03,915",First Owner,998,Manual,2009,19,66.1,90,Feb,2009,75,1.3,Kolkata,WB06,13
Ford,Figo Diesel ZXI,Not Available,Diesel,5,"89,078",First Owner,1399,Manual,2015,20,68.05,160,Jan,2016,75,2.5,Kolkata,WB02,
Mahindra,XUV500 W4,Third Party insurance,Diesel,7,"99,000",First Owner,2179,Manual,2015,16,140,330,Jun,2015,75,5.0,Kolkata,WB44,
Mahindra,XUV300 W8 AMT Diesel,Third Party insurance,Diesel,5,"24,000",First Owner,1497,Automatic,2021,17,115,300,Mar,2021,20,11.25,Kolkata,WB02,R17
Honda,Jazz V CVT,Third Party insurance,Petrol,5,"40,000",First Owner,1199,Automatic,2018,18.2,88.7,110,Oct,2018,50,4.5,Kolkata,WB26,15
Maruti,Ritz VXI,Not Available,Petrol,5,"30,402",Second Owner,1197,Manual,2011,21.1,85.80,114,Jul,2011,75,2.02,Kolkata,WB06,14
Hyundai,i10 Asta VTVT,Comprehensive,Petrol,5,"42,000",First Owner,1197,Manual,2010,19.2,,,Oct,2010,75,2.0,Kolkata,WB06,13
