Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City
Hyundai,i10 Sportz,Third Party,Petrol,5,"56,364",WB26,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,Jun,2011,75,2.8,Bangalore
Hyundai,i10 Magna,Third Party,Petrol,5,"48,367",KA03,First Owner,1197,Manual,2012,20.36,78.9,111.7,13,Jun,2012,75,3.15,Bangalore
Maruti,Swift AMT VXI BSIV,Third Party,Petrol,5,"35,814",KA51,First Owner,1197,Automatic,2018,22,81.80,113,,Jun,2018,50,6.99,Bangalore
Nissan,Magnite Turbo CVT XV,Third Party,Petrol,5,"2,677",KA05,First Owner,999,Automatic,2022,17.4,98.63,152,16,Jun,2022,15,10.9,Bangalore
Maruti,Baleno Delta,Third Party,Petrol,5,"20,804",KA02,First Owner,1197,Manual,2020,21.01,81.80,113,,Jun,2020,30,7.13,Bangalore
Toyota,Yaris G CVT BSIV,Third Party,Petrol,5,"17,079",KA03,Second Owner,1496,Automatic,2018,17.8,105.5,140,,Jun,2018,50,8.47,Bangalore
Volkswagen,Polo Petrol Trendline 1.2L,Comprehensive,Petrol,5,"78,274",KA01,First Owner,1198,Manual,2012,16.47,73.9,110,14,Jun,2012,75,3.99,Bangalore
Renault,Triber RXZ EASY-R AMT,Comprehensive,Petrol,7,"20,718",KA51,Second Owner,999,Automatic,2020,18.2,71.01,96,,Jun,2020,30,7.36,Bangalore
Honda,City Anniversary i-VTEC CVT ZX,Third Party,Petrol,5,"9,123",KA53,Second Owner,1497,Automatic,2018,18,117.3,145,15,Jun,2018,50,12.59,Bangalore
Honda,Amaze V Diesel,Comprehensive,Diesel,5,"51,325",KA04,First Owner,1498,Manual,2018,24.7,98.63,200,R15,Apr,2019,50,7.15,Bangalore
Tata,Harrier XZ Plus,Comprehensive,Diesel,5,"30,000",KA03,First Owner,1956,Manual,2020,16.35,167.67,350,17,Jun,2020,30,20.9,Bangalore
Maruti,Swift Dzire VXI 1.2,Third Party insurance,Petrol,5,"39,000",KA02,First Owner,1197,Manual,2018,21.21,81.80,113,,Nov,2018,50,6.6,Bangalore
BMW,X5 xDrive 30d,Comprehensive,Diesel,5,"62,000",KA,Second Owner,2993,Automatic,2009,11.7,245,540,18,Oct,2009,75,16.0,Bangalore
Honda,Amaze VX Diesel,Comprehensive,Diesel,5,"1,500",KA06,First Owner,1498,Manual,2021,24.7,98.63,200,R15,Oct,2021,20,8.65,Bangalore
BMW,5 Series 520d Sedan,Comprehensive,Diesel,5,"70,000",KA51,Second Owner,1995,Automatic,2011,18.48,,35,17,Aug,2011,75,14.25,Bangalore
Hyundai,i20 1.2 Asta,Comprehensive,Petrol,5,"32,000",KA53,First Owner,1197,Manual,2018,18.6,81.83,114.7,16,Mar,2018,50,8.25,Bangalore
Tata,Hexa XM,Comprehensive,Diesel,7,"13,000",KA05,First Owner,2179,Manual,2018,17.6,153.86,400,,Mar,2018,50,13.6,Bangalore
Tata,Nexon 1.2 Revotron XM,Third Party,Petrol,5,"37,643",KA05,First Owner,1198,Manual,2018,17,108.5,170,,Jun,2018,50,7.53,Bangalore
Renault,KWID 1.0 RXT Opt,Third Party,Petrol,5,"69,428",KA09,Second Owner,999,Manual,2021,21.74,67,91,,Jun,2021,20,3.13,Bangalore
Renault,KWID 1.0 RXL,Comprehensive,Petrol,5,"16,256",KA16,First Owner,999,Manual,2020,21.46,67.06,91,,Jun,2020,30,4.27,Bangalore
Renault,Kiger RXZ Turbo CVT DT,Third Party,Petrol,5,"14,475",KA04,First Owner,999,Automatic,2021,18.24,98.63,152,16,Jun,2021,20,10.08,Bangalore
Maruti,Swift Dzire Regal,Third Party,Petrol,5,"26,780",KA41,First Owner,1197,Manual,2013,19.1,85.8,114,14,Jun,2013,75,5.22,Bangalore
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"18,308",KA03,First Owner,998,Manual,2014,20.51,67.04,90,,Jun,2014,75,3.9,Bangalore
Renault,KWID Climber 1.0 AMT,Third Party,Petrol,5,"37,143",KA41,First Owner,999,Automatic,2018,24.04,67,91,,Jun,2018,50,4.78,Bangalore
Renault,KWID 1.0 RXT,Comprehensive,Petrol,5,"21,446",KA41,First Owner,999,Manual,2015,23.01,67,91,,Jun,2015,75,3.37,Bangalore
Kia,Seltos GTX Plus DCT,Third Party,Petrol,5,"1,007",KA01,Third Owner,1353,Automatic,2022,16.5,138.08,242,17,Jun,2022,15,20.07,Bangalore
Honda,Civic VX,Third Party,Petrol,5,"20,138",KA05,First Owner,1799,Automatic,2019,16.5,139.46,174,16,Jun,2019,40,16.54,Bangalore
Kia,Seltos GTX Plus,Third Party,Petrol,5,"11,524",KA53,First Owner,1353,Manual,2019,16.5,138.08,242,17,Jun,2019,40,19.05,Bangalore
Tata,Tiago 1.2 Revotron XZA,Third Party,Petrol,5,"48,352",KA03,First Owner,1199,Automatic,2017,23.84,83.83,114,14,Jun,2017,60,5.45,Bangalore
Hyundai,i20 Active 1.2 SX,Comprehensive,Petrol,5,"11,000",KA04,First Owner,1197,Manual,2017,17.19,81.86,114.73,16,Jun,2017,60,7.9,Bangalore
Mercedes-Benz,GLE 350d,Comprehensive,Diesel,5,"89,000",KA05,First Owner,2987,Automatic,2017,11.57,254.79,620,19,May,2017,60,49.0,Bangalore
Honda,WR-V i-VTEC VX,Comprehensive,Petrol,5,"34,000",KA01,First Owner,1199,Manual,2018,17.5,88.7,110,16,Jan,2019,50,8.6,Bangalore
Mitsubishi,Pajero Sport 4X4,Comprehensive,Diesel,7,"1,11,000",KA20,Second Owner,2477,Manual,2016,13.5,175.56,400,17,Mar,2016,70,14.75,Bangalore
Skoda,Rapid 1.5 TDI Elegance Plus,Comprehensive,Diesel,5,"86,000",KA16,Second Owner,1498,Manual,2014,21.14,103.52,250,15,Jan,2015,75,5.25,Bangalore
Fiat,Punto 1.2 Dynamic,Comprehensive,Petrol,5,"53,000",KA01,Second Owner,1172,Manual,2015,15.7,67,96,14,Jul,2015,75,4.1,Bangalore
Volkswagen,Vento 1.6 Highline,Comprehensive,Petrol,5,"57,000",KA03,Second Owner,1598,Manual,2017,16.09,103.2,153,15,Sept,2017,60,6.9,Bangalore
Mahindra,XUV500 W6 1.99 mHawk,Comprehensive,Diesel,7,"72,000",KA02,First Owner,1997,Manual,2017,16,140,320,,Jun,2017,60,9.75,Bangalore
Kia,Seltos GTX Plus DCT,Third Party,Petrol,5,"39,002",KA05,First Owner,1353,Automatic,2020,16.5,138.08,242,17,Jun,2020,30,16.21,Bangalore
Maruti,Ertiga ZXI,Third Party,Petrol,7,"15,625",KA03,First Owner,1462,Manual,2020,19.01,103.26,138,R15,Jun,2020,30,10.61,Bangalore
Maruti,Ciaz VXi Plus,Comprehensive,Petrol,5,"56,371",KA03,First Owner,1373,Manual,2016,20.73,91.1,130,,Jun,2016,70,5.65,Bangalore
Tata,Zest Revotron 1.2T XMS,Comprehensive,Petrol,5,"27,926",KA41,First Owner,1193,Manual,2015,17.57,88.7,140,,Jun,2015,75,4.29,Bangalore
Hyundai,i20 Sportz Turbo iMT,Third Party,Petrol,5,"13,610",KA51,First Owner,998,Manual,2021,20,118.36,171.62,,Jun,2021,20,9.19,Bangalore
Hyundai,Venue S,Comprehensive,Petrol,5,"11,964",KA05,First Owner,1197,Manual,2020,17.52,81.86,113.76,,Jun,2020,30,8.83,Bangalore
Renault,KWID 1.0 RXL,Third Party,Petrol,5,"17,168",KA05,First Owner,999,Manual,2021,21.46,67.06,91,,Jun,2021,20,4.74,Bangalore
Mahindra,Bolero Neo N10,Comprehensive,Diesel,7,"33,935",KA05,First Owner,1493,Manual,2021,17.29,100,260,15,Jun,2021,20,11.23,Bangalore
Hyundai,Grand i10 Asta Option,Third Party,Petrol,5,"27,571",KA03,First Owner,1197,Manual,2016,18.9,82,114,14,Jun,2016,70,5.39,Bangalore
Maruti,Baleno 1.2 CVT Delta,Third Party,Petrol,5,"25,507",KA50,Second Owner,1197,Automatic,2019,21.4,83.1,115,,Jun,2019,40,8.24,Bangalore
Maruti,Swift VDI,Third Party,Diesel,5,"41,295",KA41,First Owner,1248,Manual,2012,22.9,74,190,14,Jun,2012,75,4.88,Bangalore
Skoda,Kushaq 1.5 TSI Style,Third Party,Petrol,5,"10,790",KA51,First Owner,1498,Manual,2021,17.95,147.51,250,17,Jun,2021,20,15.75,Bangalore
Hyundai,Creta S Diesel,Third Party,Diesel,5,"21,000",KA51,First Owner,1493,Manual,2021,,113.98,250,,Nov,2021,20,15.9,Bangalore
Maruti,XL6 Zeta,Comprehensive,Petrol,6,"45,300",KA02,First Owner,1462,Manual,2020,19.01,103.2,138,R15,Jun,2021,30,10.99,Bangalore
Hyundai,Getz 1.3 GLS,Third Party,Petrol,5,"1,06,561",KA05,First Owner,1341,Manual,2008,14.2,8,11,13,May,2008,75,2.2,Bangalore
Volkswagen,Polo GT TSI,Comprehensive,Petrol,5,"35,000",KA04,First Owner,1197,Automatic,2018,17.21,103.5,175,16,Mar,2018,50,10.45,Bangalore
Mahindra,Thar CRDe AC,Comprehensive,Diesel,6,"32,000",KA05,First Owner,2498,Manual,2014,16.55,105,247,,May,2014,75,8.0,Bangalore
Maruti,Celerio VXI AT,Comprehensive,Petrol,5,"28,000",KA05,First Owner,998,Automatic,2016,23.1,67.04,90,,Mar,2016,70,4.95,Bangalore
Renault,Duster 110PS Diesel RxZ AMT,Comprehensive,Diesel,5,"62,901",KA03,Second Owner,1461,Automatic,2017,19.6,108.45,245,16,Jan,2017,60,8.65,Bangalore
Audi,Q3 35 TDI Quattro Technology,Comprehensive,Diesel,5,"70,576",HR26,First Owner,1968,Automatic,2018,15.17,181,380,18,May,2019,50,23.5,Bangalore
Kia,Seltos HTX Plus Diesel,Comprehensive,Diesel,5,"7,580",KA25,First Owner,1493,Manual,2022,20.8,113.43,250,17,Jun,2022,15,17.86,Bangalore
Maruti,Celerio ZXI MT BSIV,Third Party insurance,Petrol,5,"6,714",KA04,First Owner,998,Manual,2019,23.1,67.04,90,,Dec,2019,40,5.25,Bangalore
Datsun,RediGO A,Comprehensive,Petrol,5,"60,228",KA09,Second Owner,799,Manual,2016,22.7,53.64,72,,Jun,2016,70,2.81,Bangalore
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"40,633",KA02,First Owner,796,Manual,2012,22.74,47.3,69,,Jun,2012,75,2.81,Bangalore
Renault,KWID Climber 1.0 AMT,Comprehensive,Petrol,5,"6,623",KA50,First Owner,999,Automatic,2018,24.04,67,91,,Jun,2018,50,4.9,Bangalore
Ford,Ecosport 1.5 TDCi Titanium BSIV,Comprehensive,Diesel,5,"96,858",KA03,First Owner,1498,Manual,2015,22.77,98.59,205,16,Jun,2015,75,6.37,Bangalore
Maruti,Celerio ZXI AT,Third Party,Petrol,5,"23,048",KA04,First Owner,998,Automatic,2017,23.1,67.04,90,,Jun,2017,60,5.22,Bangalore
Renault,Triber RXZ EASY-R AMT,Third Party,Petrol,7,"10,619",KA04,First Owner,999,Automatic,2020,18.2,71.01,96,,Jun,2020,30,8.1,Bangalore
Kia,Seltos GTX DCT,Third Party,Petrol,5,"34,108",KA03,Second Owner,1353,Automatic,2020,16.2,138,242,17,Jun,2020,30,16.03,Bangalore
Hyundai,i20 Sportz Plus CVT BSIV,Comprehensive,Petrol,5,"11,689",KA51,First Owner,1197,Automatic,2019,17.4,81.86,117,15,Jun,2019,40,8.34,Bangalore
Maruti,Alto K10 VXI,Third Party,Petrol,5,"30,671",KA03,First Owner,998,Manual,2015,23.95,67.05,90,,Jun,2015,75,3.61,Bangalore
Hyundai,i20 Magna Optional 1.2,Third Party,Petrol,5,"74,548",KA05,Second Owner,1197,Manual,2014,18.5,82.9,113.8,14,Jun,2014,75,4.25,Bangalore
Honda,CR-V 2.4L 4WD AT,Comprehensive,Petrol,5,"85,539",KA47,Second Owner,2354,Automatic,2012,11.1,158.8,218,17,Jan,2012,75,9.95,Bangalore
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"42,759",UP16,First Owner,1995,Automatic,2018,20.37,187.74,400,R18,May,2018,50,38.9,Bangalore
Mahindra,Quanto C8,Third Party insurance,Diesel,7,"1,11,002",KA09,Second Owner,1493,Manual,2013,17.21,100,240,15,Apr,2013,75,3.99,Bangalore
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"49,059",CH01,First Owner,1995,Automatic,2018,20.37,187.74,400,R18,Jan,2019,50,39.5,Bangalore
Hyundai,i10 Sportz,Third Party insurance,Petrol,5,"27,242",KA01,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,Jan,2011,75,3.49,Bangalore
Hyundai,i10 Sportz,Third Party insurance,Petrol,5,"82,067",KA03,Second Owner,1197,Manual,2013,20.36,78.9,111.8,13,Jan,2013,75,3.65,Bangalore
Mercedes-Benz,CLA 200 CGI Sport,Comprehensive,Petrol,5,"25,000",KA01,First Owner,1991,Automatic,2017,15.04,183,300,17,Mar,2017,60,27.75,Bangalore
Hyundai,Venue SX Opt Turbo,Third Party insurance,Petrol,5,"30,943",KA53,First Owner,998,Manual,2020,18.27,118.35,171.6,16,Jul,2020,30,12.13,Bangalore
Nissan,Micra XL CVT,Third Party,Petrol,5,"46,790",KA03,First Owner,1198,Automatic,2017,19.34,75.94,104,,Jun,2017,60,4.81,Bangalore
Honda,WR-V i-VTEC S,Third Party,Petrol,5,"20,837",KA03,First Owner,1199,Manual,2017,17.5,88.7,110,16,Jun,2017,60,7.2,Bangalore
Maruti,Baleno Zeta CVT,Comprehensive,Petrol,5,"18,872",KA03,First Owner,1197,Automatic,2021,19.56,81.80,113,R16,Jun,2021,20,9.07,Bangalore
Volkswagen,Polo 1.2 MPI Highline,Comprehensive,Petrol,5,"53,506",KA51,First Owner,1198,Manual,2014,16.47,74,110,15,Jun,2014,75,6.03,Bangalore
Mahindra,TUV 300 T8,Third Party,Diesel,7,"50,638",KA05,First Owner,1493,Manual,2015,18.49,100,240,15,Jun,2015,75,6.72,Bangalore
Renault,KWID 1.0 RXT AMT Opt BSIV,Third Party,Petrol,5,"20,613",KA51,First Owner,999,Automatic,2019,24.04,67,91,,Jun,2019,40,4.77,Bangalore
Fiat,Avventura MULTIJET Emotion,Third Party,Diesel,5,"59,317",KA03,First Owner,1248,Manual,2015,20.5,91.72,209,16,Jun,2015,75,4.94,Bangalore
Honda,Brio S MT,Third Party,Petrol,5,"27,161",KA05,First Owner,1198,Manual,2012,19.4,86.8,109,,Jun,2012,75,3.77,Bangalore
Tata,Tiago 1.2 Revotron XZA,Third Party,Petrol,5,"20,866",KA04,First Owner,1199,Automatic,2018,23.84,83.83,114,14,Jun,2018,50,5.91,Bangalore
Renault,Triber RXT,Comprehensive,Petrol,7,"74,110",KA20,First Owner,999,Manual,2020,20,71.01,96,,Jun,2020,30,6.56,Bangalore
Renault,KWID RXL,Comprehensive,Petrol,5,"11,834",KA01,First Owner,799,Manual,2018,25.17,53.3,72,,Jun,2018,50,4.01,Bangalore
Renault,KWID RXT,Third Party,Petrol,5,"40,341",KA05,First Owner,799,Manual,2016,25.17,53.3,72,,Jun,2016,70,3.39,Bangalore
Mahindra,XUV500 W8 2WD,Comprehensive,Diesel,7,"42,000",KA05,Second Owner,2179,Manual,2013,15.1,140,330,17,Mar,2013,75,8.5,Bangalore
MG,Hector Sharp DCT,Third Party insurance,Petrol,5,"54,366",KA02,First Owner,1451,Automatic,2019,13.96,141,250,R17,Dec,2019,40,17.15,Bangalore
Maruti,Swift Dzire AMT VXI,Comprehensive,Petrol,5,"23,191",KA02,First Owner,1197,Automatic,2019,21.21,81.80,113,,Oct,2019,40,7.79,Bangalore
Skoda,Superb Style 1.8 TSI AT,Third Party insurance,Petrol,5,"37,962",KA04,First Owner,1798,Automatic,2018,14.67,177.46,250,17,Oct,2018,50,24.07,Bangalore
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"28,000",KA51,First Owner,796,Manual,2017,24.7,47.3,69,,May,2017,60,3.7,Bangalore
Maruti,Baleno Delta CVT,Comprehensive,Petrol,5,"13,594",KA50,First Owner,1197,Automatic,2016,19.56,81.80,113,,Mar,2016,70,6.65,Bangalore
Hyundai,Grand i10 Asta,Comprehensive,Petrol,5,"54,000",KA02,First Owner,1197,Manual,2016,18.9,82,114,14,Mar,2016,70,5.61,Bangalore
Mahindra,XUV300 W8 Option AMT,Third Party insurance,Petrol,5,"19,000",KA51,First Owner,1197,Automatic,2021,16.5,108.62,200,16,May,2021,20,14.2,Bangalore
Mahindra,XUV300 W8 Option,Third Party,Petrol,5,"7,231",KA03,First Owner,1197,Manual,2021,16.82,108.62,200,16,Jun,2021,20,11.69,Bangalore
Honda,Amaze V CVT Petrol BSIV,Comprehensive,Petrol,5,"16,265",KA53,Second Owner,1199,Automatic,2018,19,88.76,110,,Jun,2018,50,8.28,Bangalore
Renault,KWID RXT Optional,1,Petrol,5,"15,886",KA02,First Owner,799,Manual,2016,25.17,53.3,72,,Oct,2016,70,3.95,Bangalore
Maruti,Alto K10 2010-2014 VXI,Third Party,Petrol,5,"18,315",KA01,Second Owner,998,Manual,2011,20.92,67.1,90,13,Jun,2011,75,2.37,Bangalore
Kia,Sonet 1.5 HTX Diesel,Third Party,Diesel,5,"14,649",KA03,First Owner,1493,Manual,2021,,98.63,240,16,Jun,2021,20,11.98,Bangalore
Hyundai,i20 1.2 Asta Option,Third Party,Petrol,5,"15,561",KA20,First Owner,1197,Manual,2018,18.6,81.83,114.7,16,Jun,2018,50,7.62,Bangalore
Hyundai,Santro Xing GL,Comprehensive,Petrol,5,"46,568",KA02,First Owner,1086,Manual,2010,,62,96.1,13,Jun,2010,75,2.29,Bangalore
Mahindra,XUV500 W11 Option AWD,Comprehensive,Diesel,7,"59,127",KA01,First Owner,2179,Manual,2018,15.1,155,360,17,Jun,2018,50,15.92,Bangalore
Renault,Duster Petrol RXS CVT,Comprehensive,Petrol,5,"32,975",KA03,Second Owner,1498,Automatic,2017,14.99,104.5,142,,Jun,2017,60,7.83,Bangalore
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"26,620",KA01,Second Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,3.13,Bangalore
Renault,Triber RXT,Third Party insurance,Petrol,7,"28,237",KA67,First Owner,999,Manual,2020,20,71.01,96,,Jun,2020,30,6.94,Bangalore
Renault,KWID 1.0 RXT Opt BSIV,Comprehensive,Petrol,5,"3,991",KA51,First Owner,999,Manual,2019,23.01,67,91,,Jun,2019,40,4.89,Bangalore
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"44,976",KA05,First Owner,1197,Manual,2014,19.1,85.8,114,14,Nov,2014,75,5.8,Bangalore
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Comprehensive,Petrol,5,"27,647",KA05,Third Owner,1197,Manual,2017,18.9,81.86,113.75,,Mar,2017,60,4.7,Bangalore
Hyundai,i10 Era,Comprehensive,Petrol,5,"36,365",KA01,First Owner,1086,Manual,2013,19.81,68.05,99.04,,May,2013,75,3.65,Bangalore
Hyundai,i20 Active 1.2 S,Third Party,Petrol,5,"42,000",KA51,First Owner,1197,Manual,2017,17.19,81.86,114.73,16,May,2017,60,6.95,Bangalore
Renault,KWID RXT BSIV,Third Party insurance,Petrol,5,"60,685",KA51,First Owner,799,Manual,2019,25.17,53.3,72,,Feb,2019,40,4.7,Bangalore
Hyundai,Santa Fe 2WD AT,Comprehensive,Diesel,7,"1,59,212",KA03,First Owner,2199,Automatic,2015,13.01,194.3,436.39,18,Jan,2015,75,10.75,Bangalore
Volkswagen,Tiguan 2.0 TDI Highline,Third Party insurance,Diesel,5,"67,000",KA02,First Owner,1968,Automatic,2018,16.65,141,340,18,Oct,2018,50,28.45,Bangalore
Honda,City i-VTEC V,Comprehensive,Petrol,5,"43,082",KA03,Second Owner,1497,Manual,2017,17.4,117.6,145,15,Jun,2017,60,8.45,Bangalore
Maruti,Alto 800 LXI,Third Party,Petrol,5,"16,935",KA02,First Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,3.32,Bangalore
Honda,City ZX CVT,Third Party,Petrol,5,"17,294",KA03,First Owner,1498,Automatic,2020,18.3,119.35,145,16,Jun,2020,30,13.27,Bangalore
Maruti,Celerio VXI AT,Third Party,Petrol,5,"46,482",KA05,Second Owner,998,Automatic,2015,23.1,67.04,90,,Jun,2015,75,4.04,Bangalore
Hyundai,Aura SX,Comprehensive,Petrol,5,"36,767",KA35,First Owner,1197,Manual,2020,20.5,81.86,113.8,15,Jun,2020,30,7.62,Bangalore
Hyundai,i20 Sportz Diesel,Comprehensive,Diesel,5,"17,062",KA11,Second Owner,1493,Manual,2021,25,98.63,240.26,,Jun,2021,20,9.86,Bangalore
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"31,918",KA04,Second Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,3.09,Bangalore
Maruti,Alto K10 VXI,Third Party,Petrol,5,"41,189",KA04,Second Owner,998,Manual,2014,23.95,67.05,90,,Jun,2014,75,3.36,Bangalore
Renault,KWID RXT,Third Party,Petrol,5,"58,203",KA05,Second Owner,799,Manual,2015,25.17,53.3,72,,Jun,2015,75,3.16,Bangalore
Mahindra,Thar LX 4-Str Hard Top,Third Party,Petrol,4,"6,058",KA03,First Owner,1997,Manual,2022,15.2,150,300,18,Jun,2022,15,15.77,Bangalore
Volkswagen,Vento Diesel Highline,Comprehensive,Diesel,5,"88,898",KA03,Second Owner,1598,Manual,2013,20.54,103.6,250,15,Jun,2013,75,4.99,Bangalore
Hyundai,Venue S Plus,Third Party,Petrol,5,"9,932",KA63,Second Owner,1197,Manual,2021,17.52,81.86,113.76,,Jun,2021,20,9.14,Bangalore
Maruti,Alto K10 VXI,Third Party,Petrol,5,"32,722",KA03,First Owner,998,Manual,2014,23.95,67.05,90,,Jun,2014,75,3.37,Bangalore
Hyundai,i10 Sportz 1.1L,Comprehensive,Petrol,5,"51,000",KA04,Second Owner,1086,Manual,2014,19.81,68.05,99.04,,Jul,2014,75,4.1,Bangalore
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"26,385",KA02,First Owner,998,Manual,2022,24.35,65.71,89,,Jun,2022,15,6.4,Bangalore
Maruti,Swift ZDI Plus,Comprehensive,Diesel,5,"22,200",KA02,First Owner,1248,Manual,2018,28.4,74,190,15,Jul,2018,50,8.4,Bangalore
Maruti,Swift LXI,Third Party insurance,Petrol,5,"81,004",KA03,First Owner,1197,Manual,2013,18.6,85.8,114,14,Nov,2013,75,4.9,Bangalore
Mahindra,XUV500 W8 2WD,Comprehensive,Diesel,7,"40,253",KA07,Second Owner,2179,Manual,2013,15.1,140,330,17,Feb,2013,75,8.24,Bangalore
Hyundai,Verna 1.6 SX CRDI (O) AT,Third Party,Diesel,5,"83,995",KA03,First Owner,1582,Automatic,2014,22.32,126.32,259.8,16,Jun,2014,75,6.59,Bangalore
Honda,City i VTEC V,Comprehensive,Petrol,5,"61,582",KA05,Second Owner,1497,Manual,2015,17.4,117.3,145,15,Jun,2015,75,6.75,Bangalore
Maruti,Swift VDI,Comprehensive,Diesel,5,"65,000",KA51,First Owner,1248,Manual,2013,22.9,74,190,14,Jun,2013,75,5.0,Bangalore
Hyundai,EON Era Plus,Comprehensive,Petrol,5,"58,641",KA03,First Owner,814,Manual,2012,21.1,55.2,74.5,,Jun,2012,75,2.42,Bangalore
Hyundai,Grand i10 Nios Sportz,Third Party,Petrol,5,"23,368",KA20,First Owner,1197,Manual,2020,20.7,81.86,113.8,14,Jun,2020,30,6.57,Bangalore
Hyundai,EON Sportz,Third Party,Petrol,5,"13,674",KA01,Second Owner,814,Manual,2018,21.1,55.2,74.5,,Jun,2018,50,3.96,Bangalore
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"71,333",KA01,First Owner,1197,Manual,2016,18.6,81.83,114.7,,Jun,2016,70,6.25,Bangalore
Maruti,Vitara Brezza ZDi Plus,Third Party,Diesel,5,"61,977",KA01,First Owner,1248,Manual,2017,24.3,88.5,200,16,Jun,2017,60,8.89,Bangalore
Renault,KWID 1.0 RXT AMT Opt,Comprehensive,Petrol,5,"15,262",KA50,First Owner,999,Automatic,2021,22,67,91,,Jun,2021,20,5.74,Bangalore
Maruti,Swift VVT VXI,Comprehensive,Petrol,5,"82,746",KA05,First Owner,1197,Manual,2014,22,81.80,113,,Jun,2014,75,4.91,Bangalore
Honda,City ZX CVT,Comprehensive,Petrol,5,"18,772",KA55,First Owner,1498,Automatic,2020,18.3,119.35,145,16,Jun,2020,30,13.47,Bangalore
Maruti,Wagon R VXI,Third Party,Petrol,5,"31,968",KA01,First Owner,998,Manual,2020,21.79,67.05,90,,Jun,2020,30,5.44,Bangalore
Hyundai,i20 Sportz Plus CVT BSIV,Third Party,Petrol,5,"31,937",KA53,First Owner,1197,Automatic,2019,17.4,81.86,117,15,Jun,2019,40,7.74,Bangalore
Maruti,Ertiga SHVS ZDI,Comprehensive,Diesel,7,"64,297",KA21,Second Owner,1248,Manual,2018,24.52,88.5,200,15,Jun,2018,50,10.43,Bangalore
Honda,City i-VTEC V,Third Party,Petrol,5,"27,145",KA20,First Owner,1497,Manual,2018,17.4,117.6,145,15,Jun,2018,50,8.27,Bangalore
Toyota,Camry Hybrid 2.5,Comprehensive,Petrol,5,"21,000",KA05,First Owner,2487,Automatic,2021,19.16,214.5,221,18,Mar,2021,20,43.75,Bangalore
Ford,Aspire 1.2 Ti-VCT Titanium Plus,Comprehensive,Petrol,5,"13,516",KA04,First Owner,1196,Manual,2016,18.16,86.8,112,14,Jun,2017,70,5.75,Bangalore
Maruti,Alto 800 VXI,Zero Dep,Petrol,5,"9,192",KA04,First Owner,796,Manual,2020,22.05,47.33,69,,Jun,2020,30,5.0,Bangalore
Mahindra,XUV500 W6 2WD,Comprehensive,Diesel,7,"46,000",KA51,First Owner,2179,Manual,2013,15.1,140,330,,Mar,2013,75,8.4,Bangalore
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"62,966",KA06,First Owner,1197,Manual,2015,18.9,82,114,,Mar,2015,75,4.1,Bangalore
Renault,Duster RXZ AWD,Comprehensive,Diesel,5,"70,000",KA51,First Owner,1461,Manual,2014,19.01,108.45,248,16,Mar,2014,75,7.45,Bangalore
Hyundai,i20 Asta,Third Party insurance,Petrol,5,"15,000",KA42,First Owner,1197,Manual,2021,21,81.80,114.74,16,Jul,2021,20,9.75,Bangalore
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"34,000",KA05,First Owner,998,Manual,2015,18.9,67.1,90,13,Jul,2015,75,4.27,Bangalore
Hyundai,Venue S Plus,Third Party,Petrol,5,"46,233",KA28,First Owner,1197,Manual,2021,17.52,81.86,113.76,,Jun,2021,20,8.18,Bangalore
Kia,Seltos GTK,Third Party,Petrol,5,"40,509",KA09,First Owner,1353,Manual,2019,16.1,138,242,17,Jun,2019,40,12.94,Bangalore
Mahindra,Thar CRDe,Comprehensive,Diesel,6,"50,419",KA03,Second Owner,2498,Manual,2015,16.55,105,247,,Jun,2015,75,7.88,Bangalore
Jeep,Compass 1.4 Limited Opt DCT,Comprehensive,Petrol,5,"27,734",KA04,First Owner,1368,Automatic,2021,14.1,160.77,250,18,Apr,2021,20,24.6,Bangalore
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"22,808",KA25,First Owner,1197,Manual,2016,18.6,81.83,114.7,,Jun,2016,70,6.57,Bangalore
Hyundai,Grand i10 Sportz,Third Party insurance,Petrol,5,"44,383",KA05,Second Owner,1197,Manual,2015,18.9,82,114,,Jun,2015,75,4.9,Bangalore
